"DATE","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us"
2025-06-09,2623251144465.72,2.92875238095238,2.36581665436013,3012558091919.35,1.46897831634125,2.31043956043956,7.68246407994897,1028151052326.98,4.13637532938153,3.94043956043956,1.31226188529262
2025-06-10,2623327781382.12,2.92875238095238,2.36306940161288,3012779543829.51,1.4666359999221,2.30769230769231,7.68307176759239,1028228369119.26,4.13626699691635,3.93769230769231,1.31234725513605
2025-06-11,2623404418298.52,2.92875238095238,2.36032214886562,3013000995739.67,1.46429368350296,2.30494505494505,7.68367945523582,1028305685911.53,4.13615866445116,3.93494505494505,1.31243262497948
2025-06-12,2623481055214.92,2.92875238095238,2.35757489611837,3013222447649.82,1.46195136708381,2.3021978021978,7.68428714287925,1028383002703.81,4.13605033198598,3.9321978021978,1.3125179948229
2025-06-13,2623557692131.31,2.92875238095238,2.35482764337112,3013443899559.98,1.45960905066467,2.29945054945055,7.68489483052267,1028460319496.09,4.1359419995208,3.92945054945055,1.31260336466633
2025-06-14,2623634329047.71,2.92875238095238,2.35208039062387,3013665351470.14,1.45726673424552,2.2967032967033,7.6855025181661,1028537636288.36,4.13583366705562,3.9267032967033,1.31268873450975
2025-06-15,2623710965964.11,2.92875238095238,2.34933313787661,3013886803380.3,1.45492441782638,2.29395604395604,7.68611020580953,1028614953080.64,4.13572533459044,3.92395604395604,1.31277410435318
2025-06-16,2623787602880.51,2.92875238095238,2.34658588512936,3014108255290.46,1.45258210140723,2.29120879120879,7.68671789345295,1028692269872.91,4.13561700212526,3.92120879120879,1.3128594741966
2025-06-17,2623864239796.91,2.92875238095238,2.34383863238211,3014329707200.62,1.45023978498809,2.28846153846154,7.68732558109638,1028769586665.19,4.13550866966008,3.91846153846154,1.31294484404003
2025-06-18,2623940876713.31,2.92875238095238,2.34109137963486,3014551159110.78,1.44789746856894,2.28571428571429,7.68793326873981,1028846903457.47,4.1354003371949,3.91571428571429,1.31303021388346
2025-06-19,2624017513629.71,2.92875238095238,2.3383441268876,3014772611020.94,1.4455551521498,2.28296703296703,7.68854095638323,1028924220249.74,4.13529200472972,3.91296703296703,1.31311558372688
2025-06-20,2624094150546.1,2.92875238095238,2.33559687414035,3014994062931.1,1.44321283573065,2.28021978021978,7.68914864402666,1029001537042.02,4.13518367226453,3.91021978021978,1.31320095357031
2025-06-21,2624170787462.5,2.92875238095238,2.3328496213931,3015215514841.26,1.44087051931151,2.27747252747253,7.68975633167009,1029078853834.3,4.13507533979935,3.90747252747253,1.31328632341373
2025-06-22,2624247424378.9,2.92875238095238,2.33010236864584,3015436966751.42,1.43852820289236,2.27472527472527,7.69036401931351,1029156170626.57,4.13496700733417,3.90472527472527,1.31337169325716
2025-06-23,2624324061295.3,2.92875238095238,2.32735511589859,3015658418661.58,1.43618588647322,2.27197802197802,7.69097170695694,1029233487418.85,4.13485867486899,3.90197802197802,1.31345706310058
2025-06-24,2624400698211.7,2.92875238095238,2.32460786315134,3015879870571.74,1.43384357005407,2.26923076923077,7.69157939460036,1029310804211.13,4.13475034240381,3.89923076923077,1.31354243294401
2025-06-25,2624477335128.1,2.92875238095238,2.32186061040409,3016101322481.89,1.43150125363493,2.26648351648352,7.69218708224379,1029388121003.4,4.13464200993863,3.89648351648352,1.31362780278744
2025-06-26,2624553972044.5,2.92875238095238,2.31911335765683,3016322774392.05,1.42915893721578,2.26373626373626,7.69279476988722,1029465437795.68,4.13453367747345,3.89373626373626,1.31371317263086
2025-06-27,2624630608960.9,2.92875238095238,2.31636610490958,3016544226302.21,1.42681662079664,2.26098901098901,7.69340245753064,1029542754587.95,4.13442534500826,3.89098901098901,1.31379854247429
2025-06-28,2624707245877.29,2.92875238095238,2.31361885216233,3016765678212.37,1.42447430437749,2.25824175824176,7.69401014517407,1029620071380.23,4.13431701254308,3.88824175824176,1.31388391231771
2025-06-29,2624783882793.69,2.92875238095238,2.31087159941508,3016987130122.53,1.42213198795835,2.25549450549451,7.6946178328175,1029697388172.51,4.1342086800779,3.88549450549451,1.31396928216114
2025-06-30,2624860519710.09,2.92875238095238,2.30812434666782,3017208582032.69,1.4197896715392,2.25274725274725,7.69522552046092,1029774704964.78,4.13410034761272,3.88274725274725,1.31405465200456
2025-07-01,2624937156626.49,2.92875238095238,2.30537709392057,3017430033942.85,1.41744735512006,2.25,7.69583320810435,1029852021757.06,4.13399201514754,3.88,1.31414002184799
2025-07-02,2625008229902.18,2.92875238095238,2.30265970261622,3017656054244.89,1.41744735512006,2.24728260869565,7.69608337796815,1029929922888.38,4.13388536884409,3.87728260869565,1.31422145655242
2025-07-03,2625079303177.86,2.92875238095238,2.29994231131187,3017882074546.94,1.41744735512007,2.2445652173913,7.69633354783195,1030007824019.7,4.13377872254064,3.8745652173913,1.31430289125686
2025-07-04,2625150376453.55,2.92875238095238,2.29722492000753,3018108094848.98,1.41744735512007,2.24184782608696,7.69658371769576,1030085725151.03,4.13367207623719,3.87184782608696,1.31438432596129
