"DATE","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us","CAC40"
2013-07-02,2301475947826.09,2.36434311594204,0.223701195045241,2124170186956.52,1.04147341884263,0,10.3499541951078,756257521739.13,7.25381598029894,0.125,0.951813091540889,3742.57006835938
2013-07-03,2301657095652.17,2.36395289855073,0.223890218687005,2124297573913.04,1.03848674741209,0,10.3484686999158,756347043478.261,7.25047772117175,0.125,0.951851345348576,3702.01000976562
2013-07-04,2301838243478.26,2.36356268115943,0.22407924232877,2124424960869.57,1.03550007598156,0,10.3469832047237,756436565217.391,7.24713946204456,0.125,0.951889599156264,3809.31005859375
2013-07-05,2302019391304.35,2.36317246376812,0.224268265970535,2124552347826.09,1.03251340455102,0,10.3454977095316,756526086956.522,7.24380120291737,0.125,0.951927852963952,3753.85009765625
2013-07-08,2302562834782.61,2.36200181159421,0.224835336895829,2124934508695.65,1.02355339025942,0,10.3410412239554,756794652173.913,7.2337864255358,0.125,0.952042614387015,3823.830078125
2013-07-09,2302743982608.7,2.36161159420291,0.225024360537593,2125061895652.17,1.02056671882888,0,10.3395557287634,756884173913.043,7.2304481664086,0.125,0.952080868194702,3843.56005859375
2013-07-10,2302925130434.78,2.3612213768116,0.225213384179358,2125189282608.7,1.01758004739835,0,10.3380702335713,756973695652.174,7.22710990728141,0.125,0.95211912200239,3840.53002929688
2013-07-11,2303106278260.87,2.3608311594203,0.225402407821123,2125316669565.22,1.01459337596781,0,10.3365847383792,757063217391.304,7.22377164815422,0.125,0.952157375810077,3868.97998046875
2013-07-12,2303287426086.96,2.36044094202899,0.225591431462887,2125444056521.74,1.01160670453728,0,10.3350992431871,757152739130.435,7.22043338902703,0.125,0.952195629617765,3855.09008789062
2013-07-15,2303830869565.22,2.35927028985508,0.226158502388181,2125826217391.3,1.00264669024567,0,10.3306427576109,757421304347.826,7.21041861164546,0.125,0.952310391040828,3878.580078125
2013-07-16,2304012017391.3,2.35888007246377,0.226347526029946,2125953604347.83,0.999660018815135,0,10.3291572624189,757510826086.957,7.20708035251827,0.125,0.952348644848516,3851.03002929688
2013-07-17,2304193165217.39,2.35848985507247,0.226536549671711,2126080991304.35,0.996673347384601,0,10.3276717672268,757600347826.087,7.20374209339108,0.125,0.952386898656203,3872.02001953125
2013-07-18,2304374313043.48,2.35809963768117,0.226725573313475,2126208378260.87,0.993686675954066,0,10.3261862720347,757689869565.217,7.20040383426389,0.125,0.952425152463891,3927.7900390625
2013-07-19,2304555460869.57,2.35770942028986,0.22691459695524,2126335765217.39,0.990700004523531,0,10.3247007768427,757779391304.348,7.1970655751367,0.125,0.952463406271579,3925.32006835938
2013-07-22,2305098904347.83,2.35653876811595,0.227481667880534,2126717926086.96,0.981739990231926,0,10.3202442912665,758047956521.739,7.18705079775512,0.125,0.952578167694642,3939.919921875
2013-07-23,2305280052173.91,2.35614855072464,0.227670691522299,2126845313043.48,0.978753318801391,0,10.3187587960744,758137478260.87,7.18371253862793,0.125,0.952616421502329,3923.09008789062
2013-07-24,2305461200000,2.35575833333334,0.227859715164063,2126972700000,0.975766647370856,0,10.3172733008823,7.58227e+11,7.18037427950074,0.125,0.952654675310017,3962.75
2013-07-25,2305642347826.09,2.35536811594204,0.228048738805828,2127100086956.52,0.972779975940321,0,10.3157878056903,758316521739.13,7.17703602037355,0.125,0.952692929117704,3956.02001953125
2013-07-26,2305823495652.17,2.35497789855073,0.228237762447593,2127227473913.04,0.969793304509786,0,10.3143023104982,758406043478.261,7.17369776124636,0.125,0.952731182925392,3968.84008789062
2013-07-29,2306366939130.43,2.35380724637682,0.228804833372887,2127609634782.61,0.960833290218181,0,10.309845824922,758674608695.652,7.16368298386479,0.125,0.952845944348455,3968.90991210938
2013-07-30,2306548086956.52,2.35341702898551,0.228993857014651,2127737021739.13,0.957846618787646,0,10.3083603297299,758764130434.783,7.1603447247376,0.125,0.952884198156143,3986.61010742188
2013-07-31,2306729234782.61,2.35302681159421,0.229182880656416,2127864408695.65,0.954859947357111,0,10.3068748345378,758853652173.913,7.15700646561041,0.125,0.95292245196383,3992.68994140625
2013-08-01,2306910382608.7,2.35263659420291,0.229371904298181,2127991795652.17,0.951873275926576,0,10.3053893393458,758943173913.043,7.15366820648322,0.125,0.952960705771518,4042.72998046875
2013-08-02,2307091530434.78,2.3522463768116,0.229560927939945,2128119182608.7,0.948886604496041,0,10.3039038441537,759032695652.174,7.15032994735603,0.125,0.952998959579206,4045.64990234375
2013-08-05,2307634973913.04,2.35107572463769,0.230127998865239,2128501343478.26,0.939926590204436,0,10.2994473585775,759301260869.565,7.14031516997445,0.125,0.953113721002268,4049.96997070312
2013-08-06,2307816121739.13,2.35068550724638,0.230317022507004,2128628730434.78,0.936939918773901,0,10.2979618633854,759390782608.696,7.13697691084726,0.125,0.953151974809956,4032.57006835938
2013-08-07,2307997269565.22,2.35029528985508,0.230506046148769,2128756117391.3,0.933953247343366,0,10.2964763681934,759480304347.826,7.13363865172007,0.125,0.953190228617644,4038.48999023438
2013-08-08,2308178417391.3,2.34990507246377,0.230695069790533,2128883504347.83,0.930966575912831,0,10.2949908730013,759569826086.957,7.13030039259288,0.125,0.953228482425331,4064.32006835938
2013-08-09,2308359565217.39,2.34951485507247,0.230884093432298,2129010891304.35,0.927979904482296,0,10.2935053778092,759659347826.087,7.12696213346569,0.125,0.953266736233019,4076.55004882812
2013-08-12,2308903008695.65,2.34834420289856,0.231451164357592,2129393052173.91,0.919019890190691,0,10.289048892233,759927913043.478,7.11694735608412,0.125,0.953381497656082,4071.67993164062
2013-08-13,2309084156521.74,2.34795398550725,0.231640187999357,2129520439130.43,0.916033218760156,0,10.287563397041,760017434782.609,7.11360909695693,0.125,0.95341975146377,4092.5
2013-08-14,2309265304347.83,2.34756376811595,0.231829211641121,2129647826086.96,0.913046547329621,0,10.2860779018489,760106956521.739,7.11027083782974,0.125,0.953458005271457,4114.2001953125
2013-08-15,2309446452173.91,2.34717355072464,0.232018235282886,2129775213043.48,0.910059875899086,0,10.2845924066568,760196478260.87,7.10693257870255,0.125,0.953496259079145,4093.19995117188
2013-08-16,2309627600000,2.34678333333334,0.23220725892465,2129902600000,0.907073204468551,0,10.2831069114647,7.60286e+11,7.10359431957536,0.125,0.953534512886832,4123.89013671875
2013-08-19,2310171043478.26,2.34561268115943,0.232774329849945,2130284760869.57,0.898113190176947,0,10.2786504258885,760554565217.391,7.09357954219378,0.125,0.953649274309895,4083.97998046875
2013-08-20,2310352191304.35,2.34522246376812,0.232963353491709,2130412147826.09,0.895126518746412,0,10.2771649306965,760644086956.522,7.09024128306659,0.125,0.953687528117583,4028.92993164062
2013-08-21,2310533339130.43,2.34483224637682,0.233152377133474,2130539534782.61,0.892139847315877,0,10.2756794355044,760733608695.652,7.0869030239394,0.125,0.953725781925271,4015.09008789062
2013-08-22,2310714486956.52,2.34444202898551,0.233341400775238,2130666921739.13,0.889153175885342,0,10.2741939403123,760823130434.783,7.08356476481221,0.125,0.953764035732958,4059.1201171875
2013-08-23,2310895634782.61,2.34405181159421,0.233530424417003,2130794308695.65,0.886166504454807,0,10.2727084451203,760912652173.913,7.08022650568502,0.125,0.953802289540646,4069.46997070312
2013-08-26,2311439078260.87,2.3428811594203,0.234097495342297,2131176469565.22,0.877206490163202,0,10.2682519595441,761181217391.304,7.07021172830345,0.125,0.953917050963709,4067.1298828125
