STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,FREQ,Fréquence d'observation,TIME_PERIOD,Période de temps,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unité de mesure,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie,BASE_PER,Période de base,METHODOLOGY,Méthode,DECIMALS,Decimals,PRICE_BASE,Ajustement,ADJUSTMENT,Base de prix
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2013-Q4,,2.32883333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2013-Q3,,2.36473333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2013-Q2,,1.96353333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2013-Q1,,2.16026666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2012-Q4,,2.10763333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2012-Q3,,2.21213333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2012-Q2,,2.77476666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2012-Q1,,3.04836666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2011-Q4,,3.18776666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2011-Q3,,3.005,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2011-Q2,,3.53653333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2011-Q1,,3.55126666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2026-Q4,,3.07875238095238,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2026-Q3,,3.07875238095238,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2026-Q2,,3.04875238095238,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRL,Taux d'intérêt à long-terme des obligations d'état,Q,Trimestrielle,2026-Q1,,3.02875238095238,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2025-Q3,,2.30537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2025-Q2,,2.55537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2001-Q1,,4.74505454545454,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2000-Q4,,5.0241283891547,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2000-Q3,,4.73760041407867,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2000-Q2,,4.26301683501684,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2000-Q1,,3.54231608005521,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2004-Q1,,2.06295075914424,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2003-Q4,,2.14964951690821,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2003-Q3,,2.13926341050254,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2003-Q2,,2.36191031746032,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2003-Q1,,2.68307352092352,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2002-Q4,,3.10881790890269,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2002-Q3,,3.35735064935065,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2002-Q2,,3.44601370851371,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2002-Q1,,3.36222424242424,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2001-Q4,,3.4434800907627,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2001-Q3,,4.2678360342556,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2001-Q2,,4.59075108225108,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2010-Q4,,1.02046925779534,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2010-Q3,,0.874939393939394,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2010-Q2,,0.686271572871573,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2010-Q1,,0.662135507246377,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2009-Q4,,0.721911976911977,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2009-Q3,,0.86917454043541,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2009-Q2,,1.31063636363636,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2009-Q1,,2.01167611832612,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2008-Q4,,4.21466866804693,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2008-Q3,,4.98179076479077,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2008-Q2,,4.86046825396825,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2008-Q1,,4.48000303789777,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2007-Q4,,4.7247683933153,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2007-Q3,,4.50049683794466,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2007-Q2,,4.06479623300676,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2007-Q1,,3.82032424242424,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2006-Q4,,3.59446411483254,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2006-Q3,,3.22134989648033,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2006-Q2,,2.88948653198653,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2006-Q1,,2.61154683794466,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2005-Q4,,2.34344660894661,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2005-Q3,,2.13034773197817,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2005-Q2,,2.12463997113997,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2005-Q1,,2.14032301587302,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2004-Q4,,2.163608476065,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2004-Q3,,2.11630303030303,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2004-Q2,,2.08242965367965,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2025-Q1,,2.80537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2024-Q4,,3.05537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2024-Q3,,3.55537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2024-Q2,,3.80817193675889,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2024-Q1,,3.92361471861472,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2023-Q4,,3.95745598845599,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2023-Q3,,3.77738716356108,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2023-Q2,,3.35643280632411,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2023-Q1,,2.63192628458498,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2022-Q4,,1.77212337662338,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2022-Q3,,0.480740604805824,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2022-Q2,,-0.357616427432217,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2022-Q1,,-0.529025879933851,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2021-Q4,,-0.56637656063743,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2021-Q3,,-0.545818181818182,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2021-Q2,,-0.540384776334776,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2021-Q1,,-0.542445652173913,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2020-Q4,,-0.522694805194805,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2020-Q3,,-0.47173611895351,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2020-Q2,,-0.300666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2020-Q1,,-0.405540909090909,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2019-Q4,,-0.402951759834368,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2019-Q3,,-0.396707603990213,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2019-Q2,,-0.317071212121212,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2019-Q1,,-0.308546825396825,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2018-Q4,,-0.315318008459885,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2018-Q3,,-0.319525757575758,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2018-Q2,,-0.325241630591631,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2018-Q1,,-0.328286435786436,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2017-Q4,,-0.328813397129187,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2017-Q3,,-0.329632160110421,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2017-Q2,,-0.329947811447811,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2017-Q1,,-0.327831093544137,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2016-Q4,,-0.312481240981241,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2016-Q3,,-0.298125854821507,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2016-Q2,,-0.258093795093795,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2016-Q1,,-0.186081746031746,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2015-Q4,,-0.0891760461760462,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2015-Q3,,-0.0278170838823013,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2015-Q2,,-0.00652583732057417,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.2),Perspectives Economiques 116,I,FRA,France,IRS,Taux d'intérêt à court terme,Q,Trimestrielle,2015-Q1,,0.0460161616161616,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
